agrarian,土地的,[ə'ɡreəriən],a.
agreeable,令人喜悦的；欣然同意的,[ə'ɡriəbl],a.
agronomy,农学，农艺学,[əɡ'rɔnəmi],n.
ail,生病,[eil],v.
ailment,(不严重的)疾病,['eilmənt],n.
airborne,空气传播的；空运的,['eəbɔ:n],a.
airtight,密闭的，不透气的,['eətait],a.
alabaster,雪白的,['æləbɑ:stə],a.
alacrity,乐意，欣然；敏捷，活泼,[ə'lækriti],n.
albeit,虽然，尽管,[ɔ:l'bi:it],conj.
albino,白化病者，白化变种,[æl'bi:nəu],n.
alchemy,炼金术,['ælkimi],n.
alcove,凹室,['ælkəuv],n.
alert,警报,[ə'lə:t],a.
alias,化名，别名,['eiliəs],n.
alibi,某人当时不在犯罪现场的申辩或证明,['ælibai],n.
alienate,疏远，离间某人,['eiljəneit],v.
align,将某物排列在一条直线上；与某人结盟,[ə'lain],v.
alimentary,饮食的，营养的,[ˌæli'mentəri],a.
alkali,碱,['ælkəlai],n.
allay,减轻，缓和,[ə'lei],v.
allege,(无证据)陈述，宣称,[ə'ledʒ],v.
allegiance,忠诚，拥护,[ə'li:dʒəns],n.
allegory,寓言,['æliɡəriˌ 'æliɡɔ:ri],n.
allergic,过敏的；对„讨厌的,[ə'lə:dʒik],a.
allergy,过敏症；厌恶,['ælədʒi],n.
alleviate,缓和，减轻,[ə'li:vieit],v.
alliterate,押头韵,[ə'litəreit],v.
allocate,配给，分配,['æləukeit],v.
allowance,津贴，补助；承认，允许,[ə'lauəns],n.
allude,间接提到，暗指,[ə'lju:d],v.
alluring,吸引人的，迷人的,[ə'ljuəriŋ],a.
allusion,暗示，间接提示,[ə'l(j)u:ʒən],n.
almond,杏树，杏仁,['ɑ:mənd],n.
alms,施舍物，救济品,[ɑ:mz],n.
aloft,在空中，在头顶上,[ə'lɔft],adv.
aloof,冷淡的，疏远的,[ə'lu:f],a.
alphabetical,按字母表顺序的,[ˌælfə'betikəl],a.
alter,改变，更改,['ɔ:ltə],v.
alternate,候选人，替代性选择,[ɔ:l'tə:nitˌ 'ɔltə:ˌneit],a.
altruism,利他主义；无私,['æltruizəm],n.
altruistic,无私的，为他人着想的,[ˌæltru'istik],a.
aluminium,铝,[ˌælju:'minjəm],n.
amalgam,混合物,[ə'mælɡəm],n.
amalgamate,合并；混合,[ə'mælɡəmeit],v.
amass,积聚,[ə'mæs],v.
amateur,业余爱好者,['æmətə(:)],n.
amateurish,业余爱好的，不熟练的,[ˌæmə'tə:riʃ],a.
ambidextrous,十分灵巧的,['æmbi'dekstrəs],a.
ambience,环境，气氛,['æmbiəns],n.
ambiguous,含糊的,[æm'biɡjuəs],a.
ambivalence,矛盾心理,[æm'bivələns],n.
ambivalent,(对人或物)有矛盾看法的,[æm'bivələnt],a.
amble,漫步，缓行,['æmbl],n.
ambrosial,芬香的，特别美味的,[æm'brəuzjəl],a.
ambulatory,(适宜于)步行的,['æmbjulətəri],a.
ambush,埋伏；伏击,['æmbuʃ],v.
ameliorate,改善，改良,[ə'mi:ljəreit],v.
amenable,愿顺从的，通情达理的,[ə'mi:nəbl],a.
amend,修正，(通常向更好的方向)变化,[ə'mend],v.
amendment,改正，修正；[法]修正案,[ə'mendmənt],n.
amenity,礼仪；使人感到舒适的事物,[ə'mi:niti],n.
amethyst,紫水晶,['æməθist],n.
amiable,（人自身性格）和蔼的，亲切的,['eimjəbl],a.
amicable,（对外界）友好的,['æmikəbl],a.
amiss,有毛病地，出差错地,[ə'mis],adv.
amity,(人或国之间的)友好关系,['æməti],n.
amnesia,健忘症,[æm'ni:zjə],n.
amnesty,大赦，特赦,['æmnesti],n.
amoral,与道德无关的,[ei'mɔrəl],a.
amorphous,无定形的,[ə'mɔ:fəs],a.
amortize,分期偿还,[ə'mɔ:taiz],v.
amphibian,两栖动物；水陆两用飞行器,[æm'fibiən],n.
ample,富足的；充足的,['æmpl],a.
amplify,放大；详述,['æmplifai],v.
amplitude,广大，广阔,['æmplitju:d],n.
amputate,截肢,['æmpjuˌteit],v.
amulet,护身符,['æmjulit],n.
amuse,使愉快，逗某人笑,[ə'mju:z],v.
anachronistic,年代出错的,[əˌnækrə'nistik],a.
anaerobic,厌氧的,[ˌæneiə'rəubik],a.
anagram,变形词,['ænəɡræm],n.
analgesia,无痛觉，痛觉丧失,[ˌænæl'dʒi:zjə],n.
analgesic,止痛的,[ænæl'dʒi:sik],n.
analogous,类似的,[ə'næləɡəs],a.
analogy,相似；类比,[ə'nælədʒi],n.
analyze,分析，分解,['ænəlaiz],v.
anarchist,无政府主义者,['ænəkist],n.
anarchy,无政府;政治上的混乱,['ænəki],n.
anathema,被诅咒的人；宗教意义的诅咒,[ə'næθimə],n.
anatomical,解剖学的,[ˌænə'tɔmikəl],a.
ancestor,祖先，祖宗,['ænsistə],n.
ancestry,家系,['ænsistriˌ 'ænsestri],n.
anchor,锚,['æŋkə],v.
ancillary,助手,[æn'siləri],a.
anecdote,短故事；轶事,['ænikdəut],n.
anemia,贫血，贫血症,[ə'ni:miə],n.
anemic,贫血的，患贫血症的,[ə'ni:mik],a.
anesthetic,麻醉的,[ˌænis'θetik],n.
anguish,极大痛苦,['æŋɡwiʃ],n.
angular,有角的；(指人)瘦削的,['æŋɡjulə],a.
anhydrous,无水的,[æn'haidrəs],a.
animadvert,苛责，非难,[ˌænimæd'və:t],v.
animate,赋予生命,['ænimitˌ 'ænimeit],a.
animated,活泼的，生动的,['ænimeitid],a.
animation,活泼，有生气；卡通制作,[ˌæni'meiʃən],n.
animosity,憎恶，仇恨,[ˌæni'mɔsiti],n.
animus,敌意，憎恨,['æniməs],n.
annals,编年史,['ænəlz],n.
annex,附件,['æneks],n.
annexation,并吞，合并,[ˌænek'seiʃən],n.
annihilate,消灭,[ə'naiəlet],v.
annotate,注解,['ænəuteit],v.
announce,宣布，发表；通报„的到来,[ə'nauns],v.
annoy,惹恼；打搅，骚扰,[ə'nɔi],v.
annul,宣告无效；取消,[ə'nʌl],v.
anodyne,止痛药,['ænəudain],n.
anomalous,反常的；不规则的,[ə'nɔmələs],a.
anomaly,异常，反常,[ə'nɔməli],n.
anonymity,无名，匿名,[ˌænə'nimiti],n.
anonymous,匿名的,[ə'nɔniməs],a.
anorexia,厌食症,[ˌænə(u)'reksiə],n.
antagonism,反抗，敌意,[æn'tæɡənizəm],n.
antagonize,使对抗；与„对抗,[æn'tæɡənaiz],v.
Antarctic,南极的,[æn'tɑ:ktik],a.
antecedence,居先，优先,[ænti'si:dəns],n.
antecedent,先行的,[ˌænti'si:dənt],n.
antedate,(在信、文件上)写上较早日期；早于,['æntiˌdeit],v.
antediluvian,史前的；陈旧的,[ˌæntidi'lu:viən],a.
antenna,触角；天线,[æn'tenə],n.
anterior,较早的，以前的,[æn'tiəriə],a.
anthem,圣歌；赞美歌，国歌,['ænθəm],n.
anthology,诗集，文选,[æn'θɔlədʒi],n.
anthropoid,类人猿,['ænθrəpɔid],a.
anthropologist,人类学家,[ˌænθrə'pɔlədʒist],n.
antibiotic,抗菌的,[ˌæntibai'ɔtik],n.
antibody,抗体(身体中的抗病物质),['æntiˌbɔdi],n.
antic,古怪的,['æntik],a.
anticipate,预期，期待,[æn'tisipeit],v.
anticipatory,预想的，预期的,[æn'tisipeitəri],a.
anticlimax,令人扫兴的结局;（演讲）突降法,[ˌænti'klaimæks],n.
antidote,解毒药,['æntidəut],n.
antihistamine,(治疗过敏的)抗组胺剂,[ˌænti'histəmi(:)n],n.
antipathy,反感，厌恶,[æn'tipəθi],n.
antiquated,陈旧的，过时的,['æntikweitid],a.
antique,古物，古董,[æn'ti:k],a.
antiquity,古；古人；古迹,[æn'tikwiti],n.
antiseptic,防腐的,[ˌænti'septik],n.
antithesis,对立；相对,[æn'tiθisis],n.
anvil,铁砧,['ænvil],n.
aorta,主动脉,[ei'ɔ:tə],n.
aperture,孔隙，窄的缺口,['æpətjuə],n.
apex,顶点，最高点,['eipeks],n.
aphorism,格言,['æfərizm],n.
apiary,养蜂场，蜂房,['eipjəri],n.
aplomb,沉着，镇静,['æplɔ:ŋ],n.
apocalyptic,预示世界末日的；启示的,[əpɔkə'liptik],a.
apocrypha,伪经，伪书,[ə'pɔkrifə],n.
apocryphal,假冒的，虚假的,[ə'pɔkrif(ə)l],a.
apogee,远地点,['æpəudʒi:],n.
apologize,道歉；辩解,[ə'pɔlədʒaiz],v.
apoplectic,中风的；愤怒的,[ˌæpəu'plektik],a.
apostasy,背教，脱党,[ə'pɔstəsi],n.
apostate,背教者；变节者,[ə'pɔstit],n.
apostrophe,书写中撇号(’)(表示省略或所有格),[ə'pɔstrəfi],n.
apothecary,药剂师,[ə'pɔθikəri],n.
apothegm,格言，警句,['æpəuθem],n.
apotheosis,神化; 典范,[əˌpɔθi'əusis],n.
appall,使惊骇，使恐怖,[ə'pɔ:l],v.
apparatus,仪器，设备,[ˌæpə'reitəs],n.
apparel,(精致的)衣服,[ə'pærəl],n.
apparition,幽灵，神奇的现象,[ˌæpə'riʃən],n.
appeal,恳求；吸引；上诉,[ə'pi:l],v.
appease,使平静，安抚,[ə'pi:z],v.
appellation,名称，称呼,[ˌæpe'leiʃən],n.
appendage,附加物,[ə'pendidʒ],n.
appetite,欲望，食欲，爱好,['æpitait],n.
appetizer,开胃品,['æpitaizə(r)],n.
appetizing,美味可口的，促进食欲的,['æpitaiziŋ],a.
applaud,鼓掌表示欢迎或赞赏,[ə'plɔ:d],v.
applause,鼓掌，喝彩,[ə'plɔ:z],n.
applicable,生效的，适合的,['æplikəbl],a.
applicant,申请人,['æplikənt],n.
application,请求，申请；应用，应用程序,[ˌæpli'keiʃən],n.
appoint,任命，指定；约会,[ə'pɔint],v.
apposite,适当的，恰当的,['æpəzit],a.
appraise,评价，鉴定,[ə'preiz],v.
appreciable,明显的，可观的,[ə'pri:ʃiəbl],a.
appreciate,欣赏；感激,[ə'pri:ʃieit],v.
apprehend,逮捕；恐惧,[ˌæpri'hend],v.
apprehensive,有眼力的；害怕的,[ˌæpri'hensiv],a.
apprentice,学徒,[ə'prentis],n.
apprise,通知，告诉,[ə'praiz],v.
approach,方法,[ə'prəutʃ],v.
approbation,称赞，认可,[ˌæprə'beiʃən],n.
appropriate,恰当的,[ə'prəuprieit],v.
approximate,大约的，估计的,[ə'prɔksimeit],a.
apron,围裙,['eiprən],n.
apropos,适宜的(地)；有关,['æprəpəu],a.
apt,易于„的；恰当的；聪明的,[æpt],a.
aptitude,适宜；才能，资质,['æptitju:d],n.
aquatic,水生的，水中的,[ə'kwætik],a.
aqueduct,引水渠；高架渠,['ækwiˌdʌkt],n.
aquifer,含水土层,['ækwifə],n.
aquiline,鹰的，似鹰的,['ækwilain],a.
arabesque,蔓藤图饰,[ˌærə'besk],n.
arable,可耕的，适合种植的,['ærəbl],a.
arachnid,蜘蛛类节肢动物,[ə'ræknid],n.
arbiter,权威人士，泰斗,['ɑ:bitə],n.
arbitrary,专横的，不理智的,['ɑ:bitrəri],a.
arbitrate,仲裁，公断,['ɑ:bitreit],v.
arboreal,树木的,[ɑ:'bɔ:riəl],a.
arboretum,植物园,[ˌɑ:bə'ri:təm],n.
arcane,神秘的，秘密的,[ɑ:'kein],a.
arch,使成拱形,[ɑ:tʃ],n.
archaeology,考古学,[ˌɑ:ki'ɔlədʒi],n.
archer,弓箭手，射手,['ɑ:tʃə],n.
archetype,原型；典型例子,['ɑ:kitaip],n.
archipelago,群岛,[ˌɑ:ki'peliɡəu],n.
architect,建筑师,['ɑ:kitekt],n.
archive,档案室,['ɑ:kaiv],n.
arctic,北极的；极寒的,['ɑ:ktik],a.
ardent,热心的，热烈的,['ɑ:dənt],a.
arena,(角斗的)竞技场,[ə'ri:nə],n.
argot,隐语，黑话,['ɑ:ɡəu],n.
aria,独唱曲，咏叹调,['ɑ:riə],n.
arid,干旱的；枯燥的,['ærid],a.
aristocracy,贵族；贵族政府，贵族统治,[ˌæris'tɔkrəsi],n.
armada,舰队,[ɑ:'mɑ:də],n.
armistice,休战，停战,['ɑ:mistis],n.
armory,军械库,['ɑ:məri],n.
aroma,芳香，香气,[ə'rəumə],n.
aromatic,芬芳的，芳香的,[ˌærəu'mætik],a.
arouse,唤醒；激发,[ə'rauz],v.
arraign,传讯; 指责,[ə'rein],v.
arrant,完全的，彻底的；极坏的,['ærənt],a.
array,陈列；大批,[ə'rei],v.
arrest,依法逮捕；阻止，抑制,[ə'rest],v.
arresting,显著的，引人注意的,[ə'restiŋ],a.
arrhythmic,无节奏的；不规则的,[ə'riðmik],a.
arrogance,傲慢，自大,['ærəɡəns],n.
arrogant,傲慢的，自大的,['ærəɡənt],a.
arrogate,冒称具有„权利，霸占,['ærəuɡeit],v.
arroyo,干涸的河床；小河,[ə'rɔiəu],n.
arsenal,军械库,['ɑ:sinl],n.
arson,纵火，放火,['ɑ:sn],n.
artery,动脉，命脉,['ɑ:təri],n.
arthritis,关节炎,[ɑ:'θraitis],n.
articulate,清楚说话；连接,[ɑ:'tikjulit],v.
artifact,人工制品,['ɑ:tifækt],n.
artifacts,史前古器物,['ɑ:tifæks],n.
artifice,巧办法；诡计,['ɑ:tifis],n.
artificial,人造的，假的,[ˌɑ:ti'fiʃəl],a.
artillery,大炮; 炮兵,[ɑ:'tiləri],n.
artistry,艺术技巧,['ɑ:tistri],n.
artless,粗俗的；自然的,['ɑ:tlis],a.
ascendancy,统治权，支配力量,[ə'sendənsi],n.
ascetic,苦行者,[ə'setik],a.
ascribe,归功于；归咎于,[əs'kraib],v.
aseptic,洁净的；无菌的,[æ'septik],a.
asinine,愚笨的,['æsinain],a.
askance,侧目而视，瞟,[ə'skæns],adv.
askew,歪斜，弯曲,[əs'kju:],a.
asparagus,asparagus [əs'pærəɡəs] [植]芦笋，龙须菜(可作蔬菜),[əs'pærəɡəs],
aspect,(问题等的)方面；面貌，外表,['æspekt],n.
aspen,白杨,['æspən],n.
asperity,严酷；粗鲁,[æs'periti],n.
aspersion,诽谤，中伤,[əs'pə:ʃən],n.
asphalt,沥青,['æsfælt],n.
asphyxia,窒息,[æs'fiksiə],n.
asphyxiate,(使)无法呼吸，窒息而死,[æs'fiksieit],v.
aspirant,有抱负者,[əs'paiərənt],n.
aspiration,抱负，热望,[ˌæspə'reiʃən],n.
aspire,向往，有志于,[əs'paiə],v.
assail,(评论)抨击；猛攻,[ə'seil],v.
assault,突然袭击；猛袭,[ə'sɔ:lt],n.
assay,试验，测定,[ə'sei],v.
assemble,集合，聚集；装配,[ə'sembl],v.
assent,同意，赞成,[ə'sent],v.
assert,断言，主张,[ə'sə:t],v.
assertive,过分自信的；有进取心的,[ə'sə:tiv],a.
assertiveness,过分自信,[ə'sə:tivnis],n.
assess,确定，评定；估计„的质量,[ə'ses],v.
assessment,估计，评价,[ə'sesmənt],n.
asset,财产；优点，长处，可取之处,['æset],n.
assiduous,勤勉的；专心的,[ə'sidjuəs],a.
assimilate,同化；吸收,[ə'simileit],v.
associate,将人或事物联系起来,[ə'səuʃieit],a.
assoil,赦免，释放，补偿，赎,[ə'sɔil],v.
assorted,混杂的,[ə'sɔ:tid],a.
assuage,缓和，减轻,[ə'sweidʒ],v.
assume,假定；承担,[ə'sju:m],v.
assumption,设想；夺取,[ə'sʌmpʃən],n.
assure,向某人保证，确信,[ə'ʃuə],v.
assured,自信的；确定的,[ə'ʃuəd],a.
asterisk,星号,['æstərisk],n.
asteroid,小行星,['æstərɔid],n.
asthma,哮喘症,['æsmə],n.
astigmatic,散光的，乱视的,[ˌæstiɡ'mætik],a.
astound,使震惊,[əs'taund],v.
astray,迷路的，误入歧途的,[əs'trei],a.
astringent,收缩剂，止血剂,[əs'trindʒənt],a.
astrolabe,星盘(古代星位观测仪),['æstrəleib],n.
astrology,占星术；占星学,[ə'strɔlədʒi],n.
astronomical,庞大的,[æstrə'nɔmik(ə)l],a.
astute,机敏的，精明的,[ə'stju:t],a.
asunder,分离的；化为碎片,[ə'sʌndə(r)],a.
asylum,避难所，庇护所,[ə'sailəm],n.
asymmetric,不对称的,[æsi'metrik],a.
atheism,无神论，不信神,['eiθiizəm],n.
athletics,运动，体育,[æθ'letiks],n.
atonal,(音乐)无调的,[ei'təunl],a.
atone,赎罪，补偿,[ə'təun],v.
atrocious,残忍的，凶恶的,[ə'trəuʃəs],a.
atrocity,残暴，暴行,[ə'trɔsiti],n.
atrophy,萎缩，衰退,['ætrəfi],n.
attach,将某物系在(另一物)上,[ə'tætʃ],v.
attain,达到，实现,[ə'tein],v.
attainment,成就,[ə'teinmənt],n.
attenuate,变薄；减弱,[ə'tenjueit],v.
attest,证明,[ə'test],(to)v.
attic,阁楼，顶楼,['ætik],n.
attire,好衣服,[ə'taiə],v.
attorney,律师,[ə'tə:ni],n.
attribute,把„归于,[ə'tribju(:)t],n.
attrition,摩擦，磨损,[ə'triʃən],n.
attune,使调和,[ə'tju:n],(to)v.
auction,拍卖,['ɔ:kʃən],n.
audacious,大胆的；愚勇的,[ɔ:'deiʃəs],a.
audible,听得见的,['ɔ:dəbl],a.
audience,听众，观众；读者,['ɔ:djəns],n.
audit,审计，核对；旁听,['ɔ:dit],v.
auditorium,礼堂；观众席,[ˌɔ:di'tɔ:riəm],n.
auger,螺丝钻，钻孔机,['ɔɡə],n.
augment,增大，增值,[ɔ:ɡ'ment],v.
augmentation,增加,[ˌɔ:ɡmen'teiʃən],n.
augur,占卜,['ɔ:ɡə],n.
augury,预言，征兆，占卜,['ɔ:ɡjuri],n.
august,威严的，高贵的,[ɔ:'ɡʌst],a.
aureole,日冕，光轮,['ɔ:riəl],n.
auricular,耳的,[ɔ:'rikjulə],a.
